support,itemsets,group,itemset_len
0.11141950832672483,{'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.11181601903251388,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_cool', 'compliment_funny'},helpful,6
0.10904044409199048,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'compliment_plain', 'rev-age'},helpful,6
0.11022997620935765,{'compliment_note', 'useful_user', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.11022997620935765,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.10943695479777954,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'rev-age', 'compliment_funny'},helpful,6
0.10943695479777954,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'compliment_cool', 'rev-age'},helpful,6
0.11181601903251388,{'compliment_note', 'useful_user', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.10943695479777954,{'compliment_note', 'funny_user', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.10943695479777954,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.11102299762093576,{'compliment_note', 'funny_user', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.11300555114988105,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_plain', 'compliment_funny'},helpful,6
0.1697065820777161,{'cool', 'useful', 'fans', 'review_count', 'compliment_cool', 'compliment_plain'},helpful,6
0.10745440126883427,{'compliment_note', 'funny_user', 'fans', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10785091197462332,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'compliment_hot', 'rev-age'},helpful,6
0.11102299762093576,{'compliment_note', 'funny_user', 'fans', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.11181601903251388,{'compliment_note', 'funny_user', 'fans', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.10943695479777954,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.11419508326724821,{'compliment_note', 'useful_user', 'fans', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.11498810467882632,{'compliment_note', 'fans', 'rev-age', 'compliment_cool', 'compliment_funny', 'cool_user'},helpful,6
0.11538461538461539,{'compliment_note', 'fans', 'rev-age', 'compliment_cool', 'compliment_plain', 'compliment_funny'},helpful,6
0.11260904044409199,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'compliment_cool', 'rev-age'},helpful,6
0.1134020618556701,{'compliment_note', 'funny_user', 'fans', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.1134020618556701,{'compliment_note', 'funny_user', 'fans', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.11379857256145916,{'compliment_note', 'useful_user', 'fans', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.11379857256145916,{'compliment_note', 'useful_user', 'fans', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.11459159397303727,{'compliment_note', 'fans', 'compliment_cool', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11419508326724821,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'rev-age', 'cool_user'},helpful,6
0.11419508326724821,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'compliment_plain', 'rev-age'},helpful,6
0.11459159397303727,{'compliment_note', 'funny_user', 'fans', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11498810467882632,{'compliment_note', 'useful_user', 'fans', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.17922283901665345,{'cool', 'useful_user', 'funny_user', 'review_count', 'compliment_writer', 'cool_user'},helpful,6
0.17763679619349723,{'cool', 'useful_user', 'fans', 'review_count', 'compliment_writer', 'cool_user'},helpful,6
0.11022997620935765,{'compliment_note', 'funny_user', 'compliment_hot', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11459159397303727,{'compliment_note', 'fans', 'rev-age', 'compliment_plain', 'compliment_funny', 'cool_user'},helpful,6
0.11379857256145916,{'compliment_note', 'useful_user', 'fans', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.11221252973830294,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'compliment_writer', 'rev-age'},helpful,6
0.11379857256145916,{'compliment_note', 'useful_user', 'fans', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.11221252973830294,{'compliment_note', 'funny_user', 'fans', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.11221252973830294,{'compliment_note', 'useful_user', 'fans', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.11221252973830294,{'compliment_note', 'fans', 'compliment_writer', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.11221252973830294,{'compliment_note', 'fans', 'compliment_writer', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.11300555114988105,{'compliment_note', 'fans', 'rev-age', 'compliment_writer', 'compliment_cool', 'compliment_funny'},helpful,6
0.11221252973830294,{'compliment_note', 'useful_user', 'fans', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.11221252973830294,{'compliment_note', 'fans', 'rev-age', 'compliment_writer', 'compliment_plain', 'compliment_funny'},helpful,6
0.11221252973830294,{'compliment_note', 'fans', 'rev-age', 'compliment_writer', 'compliment_funny', 'cool_user'},helpful,6
0.11300555114988105,{'compliment_note', 'useful_user', 'fans', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.11300555114988105,{'compliment_note', 'fans', 'compliment_writer', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.1134020618556701,{'compliment_note', 'useful_user', 'fans', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.11260904044409199,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'rev-age', 'compliment_funny'},helpful,6
0.1134020618556701,{'compliment_note', 'funny_user', 'fans', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.1134020618556701,{'compliment_note', 'funny_user', 'fans', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.11379857256145916,{'compliment_note', 'funny_user', 'fans', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.1098334655035686,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_plain', 'compliment_funny'},helpful,6
0.10943695479777954,{'compliment_note', 'useful_user', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.1732751784298176,{'cool', 'useful', 'funny_user', 'review_count', 'compliment_cool', 'cool_user'},helpful,6
0.10507533703409992,{'compliment_note', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10586835844567803,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny', 'cool_user'},helpful,6
0.10586835844567803,{'compliment_note', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10586835844567803,{'compliment_note', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.10547184773988898,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10626486915146709,{'compliment_note', 'useful_user', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny'},helpful,6
0.10626486915146709,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.10626486915146709,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.1070578905630452,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_hot', 'compliment_funny'},helpful,6
0.1070578905630452,{'compliment_note', 'compliment_more', 'compliment_writer', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.1070578905630452,{'compliment_note', 'compliment_more', 'compliment_writer', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.10785091197462332,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_plain', 'compliment_funny'},helpful,6
0.10785091197462332,{'compliment_note', 'compliment_more', 'compliment_cool', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.10904044409199048,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_hot', 'compliment_funny'},helpful,6
0.10547184773988898,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'rev-age'},helpful,6
0.10586835844567803,{'compliment_note', 'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.10547184773988898,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10507533703409992,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.10626486915146709,{'compliment_note', 'fans', 'compliment_more', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.10507533703409992,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.17168913560666138,{'cool', 'useful', 'fans', 'review_count', 'compliment_cool', 'compliment_funny'},helpful,6
0.17168913560666138,{'cool', 'useful', 'useful_user', 'fans', 'review_count', 'compliment_cool'},helpful,6
0.17168913560666138,{'cool', 'useful', 'fans', 'review_count', 'compliment_cool', 'cool_user'},helpful,6
0.1697065820777161,{'cool', 'useful', 'funny_user', 'fans', 'review_count', 'compliment_cool'},helpful,6
0.10309278350515463,{'compliment_note', 'fans', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10309278350515463,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'compliment_hot', 'rev-age'},helpful,6
0.10309278350515463,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'compliment_hot', 'rev-age'},helpful,6
0.10348929421094369,{'compliment_note', 'fans', 'compliment_more', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10388580491673276,{'compliment_note', 'fans', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.10428231562252181,{'compliment_note', 'fans', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny'},helpful,6
0.10428231562252181,{'compliment_note', 'fans', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.10388580491673276,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10428231562252181,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'compliment_hot', 'rev-age'},helpful,6
0.10428231562252181,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10507533703409992,{'compliment_note', 'funny_user', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny'},helpful,6
0.10586835844567803,{'compliment_note', 'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.10626486915146709,{'compliment_note', 'fans', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.10904044409199048,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.10864393338620143,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny', 'cool_user'},helpful,6
0.10943695479777954,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.10904044409199048,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11102299762093576,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny', 'cool_user'},helpful,6
0.10904044409199048,{'compliment_note', 'funny_user', 'compliment_more', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'useful_user', 'compliment_more', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny', 'cool_user'},helpful,6
0.10904044409199048,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'useful_user', 'compliment_more', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.1098334655035686,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'rev-age', 'cool_user'},helpful,6
0.10745440126883427,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.10785091197462332,{'compliment_note', 'funny_user', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.10785091197462332,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.10824742268041238,{'compliment_note', 'useful_user', 'funny_user', 'compliment_more', 'compliment_writer', 'rev-age'},helpful,6
0.10864393338620143,{'compliment_note', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.10864393338620143,{'compliment_note', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.10626486915146709,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'compliment_writer', 'rev-age'},helpful,6
0.10785091197462332,{'compliment_note', 'funny_user', 'compliment_more', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.10666137985725614,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_funny'},helpful,6
0.10666137985725614,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'compliment_cool', 'rev-age'},helpful,6
0.1070578905630452,{'compliment_note', 'useful_user', 'funny_user', 'fans', 'compliment_more', 'rev-age'},helpful,6
0.10745440126883427,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'compliment_plain', 'rev-age'},helpful,6
0.10785091197462332,{'compliment_note', 'useful_user', 'fans', 'compliment_more', 'rev-age', 'cool_user'},helpful,6
0.10666137985725614,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'compliment_cool', 'rev-age'},helpful,6
0.10745440126883427,{'compliment_note', 'fans', 'compliment_more', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.10745440126883427,{'compliment_note', 'fans', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.10864393338620143,{'compliment_note', 'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.10666137985725614,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_funny'},helpful,6
0.10745440126883427,{'compliment_note', 'fans', 'compliment_more', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.10745440126883427,{'compliment_note', 'fans', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.10745440126883427,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'compliment_plain', 'rev-age'},helpful,6
0.10824742268041238,{'compliment_note', 'fans', 'compliment_more', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.10785091197462332,{'compliment_note', 'funny_user', 'fans', 'compliment_more', 'rev-age', 'cool_user'},helpful,6
0.11022997620935765,{'compliment_note', 'funny_user', 'compliment_writer', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.1106264869151467,{'compliment_note', 'useful_user', 'funny_user', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.11102299762093576,{'compliment_note', 'funny_user', 'rev-age', 'compliment_hot', 'compliment_funny', 'cool_user'},helpful,6
0.10824742268041238,{'useful_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10864393338620143,{'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny'},helpful,6
0.10864393338620143,{'useful_user', 'fans', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.10904044409199048,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'compliment_hot', 'rev-age'},helpful,6
0.10943695479777954,{'useful_user', 'fans', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.1098334655035686,{'useful_user', 'fans', 'compliment_more', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10864393338620143,{'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny'},helpful,6
0.10864393338620143,{'funny_user', 'fans', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.10943695479777954,{'funny_user', 'fans', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.1098334655035686,{'funny_user', 'fans', 'compliment_more', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10943695479777954,{'fans', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_plain', 'compliment_funny'},helpful,6
0.10943695479777954,{'fans', 'compliment_more', 'compliment_cool', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.11022997620935765,{'fans', 'compliment_more', 'compliment_hot', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.10943695479777954,{'fans', 'compliment_more', 'compliment_cool', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.1106264869151467,{'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_hot', 'compliment_funny'},helpful,6
0.10943695479777954,{'fans', 'compliment_more', 'rev-age', 'compliment_hot', 'compliment_funny', 'cool_user'},helpful,6
0.10864393338620143,{'fans', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.10824742268041238,{'fans', 'compliment_more', 'compliment_writer', 'compliment_hot', 'compliment_plain', 'rev-age'},helpful,6
0.11102299762093576,{'useful_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.10824742268041238,{'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'compliment_hot', 'rev-age'},helpful,6
0.17525773195876287,{'cool', 'funny_user', 'review_count', 'compliment_writer', 'compliment_funny', 'cool_user'},helpful,6
0.17525773195876287,{'cool', 'useful_user', 'funny_user', 'review_count', 'compliment_writer', 'compliment_funny'},helpful,6
0.11855670103092783,{'compliment_note', 'useful_user', 'rev-age', 'compliment_cool', 'compliment_plain', 'compliment_funny'},helpful,6
0.17525773195876287,{'cool', 'funny_user', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_funny'},helpful,6
0.17446471054718476,{'cool', 'fans', 'review_count', 'compliment_writer', 'compliment_funny', 'cool_user'},helpful,6
0.17446471054718476,{'cool', 'useful_user', 'fans', 'review_count', 'compliment_writer', 'compliment_funny'},helpful,6
0.17446471054718476,{'cool', 'fans', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_funny'},helpful,6
0.1724821570182395,{'cool', 'funny_user', 'fans', 'review_count', 'compliment_writer', 'compliment_funny'},helpful,6
0.1780333068992863,{'cool', 'useful_user', 'review_count', 'compliment_writer', 'compliment_plain', 'cool_user'},helpful,6
0.17565424266455193,{'cool', 'review_count', 'compliment_writer', 'compliment_plain', 'compliment_funny', 'cool_user'},helpful,6
0.17565424266455193,{'cool', 'useful_user', 'review_count', 'compliment_writer', 'compliment_plain', 'compliment_funny'},helpful,6
0.17565424266455193,{'cool', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_plain', 'compliment_funny'},helpful,6
0.17565424266455193,{'cool', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_plain', 'cool_user'},helpful,6
0.10785091197462332,{'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_hot', 'rev-age'},helpful,6
0.10824742268041238,{'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_hot', 'compliment_funny'},helpful,6
0.1106264869151467,{'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age'},helpful,6
0.11102299762093576,{'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.11102299762093576,{'compliment_note', 'funny_user', 'compliment_cool', 'compliment_hot', 'rev-age', 'cool_user'},helpful,6
0.11419508326724821,{'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.11459159397303727,{'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_plain', 'compliment_funny'},helpful,6
0.11498810467882632,{'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny', 'cool_user'},helpful,6
0.11260904044409199,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'compliment_cool', 'rev-age'},helpful,6
0.11300555114988105,{'useful_user', 'fans', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.1134020618556701,{'useful_user', 'fans', 'compliment_more', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.1134020618556701,{'funny_user', 'fans', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age'},helpful,6
0.11379857256145916,{'funny_user', 'fans', 'compliment_more', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.11419508326724821,{'fans', 'compliment_more', 'compliment_cool', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11459159397303727,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'compliment_plain', 'rev-age'},helpful,6
0.11538461538461539,{'useful_user', 'fans', 'compliment_more', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11578112609040445,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'rev-age', 'cool_user'},helpful,6
0.11578112609040445,{'funny_user', 'fans', 'compliment_more', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.17486122125297382,{'cool', 'funny_user', 'review_count', 'compliment_writer', 'compliment_plain', 'cool_user'},helpful,6
0.17486122125297382,{'cool', 'useful_user', 'funny_user', 'review_count', 'compliment_writer', 'compliment_plain'},helpful,6
0.17287866772402855,{'cool', 'funny_user', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_plain'},helpful,6
0.11419508326724821,{'fans', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny', 'cool_user'},helpful,6
0.11379857256145916,{'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.11141950832672483,{'fans', 'compliment_more', 'compliment_writer', 'compliment_cool', 'rev-age', 'cool_user'},helpful,6
0.1134020618556701,{'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.11221252973830294,{'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_cool', 'compliment_funny'},helpful,6
0.1106264869151467,{'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.11102299762093576,{'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny'},helpful,6
0.11102299762093576,{'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_plain', 'compliment_funny'},helpful,6
0.11141950832672483,{'fans', 'compliment_more', 'rev-age', 'compliment_writer', 'compliment_funny', 'cool_user'},helpful,6
0.17565424266455193,{'cool', 'useful_user', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_plain'},helpful,6
0.11181601903251388,{'useful_user', 'fans', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age'},helpful,6
0.11221252973830294,{'fans', 'compliment_more', 'compliment_writer', 'compliment_plain', 'rev-age', 'cool_user'},helpful,6
0.11181601903251388,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'rev-age'},helpful,6
0.11260904044409199,{'funny_user', 'fans', 'compliment_more', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.11260904044409199,{'useful_user', 'fans', 'compliment_more', 'compliment_writer', 'rev-age', 'cool_user'},helpful,6
0.11260904044409199,{'useful_user', 'funny_user', 'fans', 'compliment_more', 'rev-age', 'compliment_funny'},helpful,6
0.11300555114988105,{'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_plain', 'compliment_funny'},helpful,6
0.1134020618556701,{'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_funny', 'cool_user'},helpful,6
0.11379857256145916,{'useful_user', 'fans', 'compliment_more', 'rev-age', 'compliment_cool', 'compliment_funny'},helpful,6
0.1780333068992863,{'cool', 'review_count', 'compliment_writer', 'compliment_cool', 'compliment_funny', 'cool_user'},helpful,6
